County,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021,01/12/2021,01/13/2021,01/14/2021,01/15/2021,01/16/2021,01/17/2021,01/18/2021,01/19/2021,01/20/2021,01/21/2021,01/22/2021,01/23/2021,01/24/2021,01/25/2021,01/26/2021,01/27/2021,01/28/2021,01/29/2021,01/30/2021,01/31/2021,02/01/2021,02/02/2021,02/03/2021,02/04/2021,02/05/2021,02/06/2021,02/07/2021,02/08/2021,02/09/2021,02/10/2021,02/11/2021,02/12/2021,02/13/2021,02/14/2021,02/15/2021,02/16/2021,02/17/2021,02/18/2021,02/19/2021,02/20/2021,02/21/2021,02/22/2021,02/23/2021,02/24/2021,02/25/2021,02/26/2021,02/27/2021,02/28/2021,03/01/2021,03/02/2021,03/03/2021,03/04/2021,03/05/2021,03/06/2021,03/07/2021,03/08/2021,03/09/2021,03/10/2021,03/11/2021,03/12/2021,03/13/2021,03/14/2021,03/15/2021,03/16/2021,03/17/2021,03/18/2021,03/19/2021,03/20/2021,03/21/2021,03/22/2021,03/23/2021,03/24/2021,03/25/2021,03/26/2021,03/27/2021,03/28/2021,03/29/2021,03/30/2021,03/31/2021,04/01/2021,04/02/2021,04/03/2021,04/04/2021,04/05/2021,04/06/2021,04/07/2021,04/08/2021,04/09/2021,04/10/2021,04/11/2021,04/12/2021,04/13/2021,04/14/2021,04/15/2021,04/16/2021,04/17/2021,04/18/2021,04/19/2021,04/20/2021,04/21/2021,04/22/2021,04/23/2021,04/24/2021,04/25/2021,04/26/2021,04/27/2021,04/28/2021,04/29/2021,04/30/2021,05/01/2021,05/02/2021,05/03/2021,05/04/2021,05/05/2021,05/06/2021,05/07/2021,05/08/2021,05/09/2021,05/10/2021,05/11/2021,05/12/2021,05/13/2021,05/14/2021,05/15/2021,05/16/2021,05/17/2021,05/18/2021,05/19/2021,05/20/2021,05/21/2021,05/22/2021,05/23/2021,05/24/2021,05/25/2021,05/26/2021,05/27/2021,05/28/2021,05/29/2021,05/30/2021,05/31/2021,06/01/2021,06/02/2021,06/03/2021,06/04/2021,06/05/2021,06/06/2021,06/07/2021,06/08/2021,06/09/2021,06/10/2021,06/11/2021,06/12/2021,06/13/2021,06/14/2021,06/15/2021,06/16/2021,06/17/2021,06/18/2021,06/19/2021,06/20/2021,06/21/2021,06/22/2021,06/23/2021,06/24/2021,06/25/2021,06/26/2021,06/27/2021,06/28/2021,06/29/2021,06/30/2021,07/01/2021,07/02/2021,07/03/2021,07/04/2021,07/05/2021,07/06/2021,07/07/2021,07/08/2021,07/09/2021,07/10/2021,07/11/2021,07/12/2021,07/13/2021,07/14/2021,07/15/2021,07/16/2021,07/17/2021,07/18/2021,07/19/2021,07/20/2021,07/21/2021,07/22/2021,07/23/2021,07/24/2021,07/25/2021,07/26/2021,07/27/2021,07/28/2021,07/29/2021,07/30/2021,07/31/2021,08/01/2021,08/02/2021,08/03/2021,08/04/2021,08/05/2021,08/06/2021,08/07/2021,08/08/2021,08/09/2021,08/10/2021,08/11/2021,08/12/2021,08/13/2021,08/14/2021,08/15/2021,08/16/2021,08/17/2021,08/18/2021,08/19/2021,08/20/2021,08/21/2021,08/22/2021,08/23/2021,08/24/2021,08/25/2021,08/26/2021,08/27/2021,08/28/2021,08/29/2021,08/30/2021,08/31/2021,09/01/2021,09/02/2021,09/03/2021,09/04/2021,09/05/2021,09/06/2021,09/07/2021,09/08/2021,09/09/2021,09/10/2021,09/11/2021,09/12/2021,09/13/2021,09/14/2021,09/15/2021,09/16/2021,09/17/2021,09/18/2021,09/19/2021,09/20/2021,09/21/2021,09/22/2021,09/23/2021,09/24/2021,09/25/2021,09/26/2021,09/27/2021,09/28/2021,09/29/2021,09/30/2021,10/01/2021,10/02/2021,10/03/2021,10/04/2021,10/05/2021,10/06/2021,10/07/2021,10/08/2021,10/09/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/01/2021,11/02/2021,11/03/2021,11/04/2021,11/05/2021,11/06/2021,11/07/2021,11/08/2021,11/09/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/01/2021,12/02/2021,12/03/2021,12/04/2021,12/05/2021,12/06/2021,12/07/2021,12/08/2021,12/09/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021
Fannin,1,0,0,0,89,18,86,37,12,0,0,52,40,36,24,14,0,0,0,51,55,23,23,0,0,51,14,5,-1,15,0,0,46,11,15,4,10,0,0,27,12,8,-2,12,0,0,0,14,-4,0,11,0,0,1,1,2,-1,0,0,0,15,7,5,-3,2,0,0,8,3,-4,1,-3,0,0,5,4,-7,5,-4,0,0,3,0,-1,-2,4,0,0,2,2,-2,5,-1,0,0,3,-4,0,0,1,0,0,3,0,-10,2,21,0,0,3,7,2,-1,-1,0,0,-1,2,-1,1,-3,0,0,1,2,-11,0,-4,0,0,-1,1,-6,0,-6,0,0,1,2,-4,4,-2,0,0,1,0,-2,-3,-4,0,0,0,3,-5,0,0,-2,0,0,4,-5,-6,-1,0,0,0,0,6,-4,-2,0,0,-1,2,-8,-2,-5,0,0,3,0,0,5,1,0,0,-3,-1,0,0,-3,0,0,3,1,-1,2,0,0,0,0,2,8,0,-2,2,0,1,0,8,3,13,0,0,18,7,6,11,1,0,0,6,1,11,2,6,0,0,19,3,10,0,4,0,0,28,20,7,8,-5,0,0,34,-4,14,24,12,0,0,0,48,0,12,0,0,0,17,2,9,1,8,0,0,15,5,17,0,16,0,0,20,22,-1,3,3,0,0,21,4,3,2,10,0,0,25,6,0,3,3,0,0,8,2,7,1,2,0,0,7,-1,1,1,-1,0,0,8,2,5,2,2,0,0,4,7,1,0,3,0,0,-1,3,-5,0,1,0,0,9,-1,0,0,0,0,1,1,2,1,3,2,0,3,3,4,3,1,5,0,1,1,1,2,3,1,1,2,3,0,1,1,1,1,1,7,3,2,3
Fayette,5,0,3,0,2,5,4,3,1,2,0,1,0,14,4,2,1,1,2,5,11,2,5,0,0,0,2,6,1,3,2,121,18,7,4,0,14,1,6,4,1,8,7,8,0,0,10,0,4,2,0,0,4,3,0,2,2,5,0,2,7,1,9,5,2,0,1,5,4,5,7,2,0,13,0,12,1,1,12,0,2,4,2,2,7,4,0,8,3,2,2,1,5,0,6,8,1,2,2,3,0,14,2,4,3,1,1,0,2,5,3,4,4,1,0,3,6,4,2,0,2,0,9,0,1,0,1,1,0,2,0,0,1,-2,0,0,0,0,0,5,1,0,0,1,1,0,0,1,1,0,0,0,2,-2,-2,0,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,2,1,1,0,0,4,0,1,1,0,0,1,0,0,3,0,0,1,0,0,0,7,1,0,4,1,1,0,0,2,7,7,4,8,0,5,4,2,16,9,11,0,20,4,7,3,7,14,0,12,7,2,3,7,4,0,14,5,10,4,8,8,0,10,3,9,7,6,7,0,21,0,9,2,13,2,0,24,13,4,4,6,11,0,15,4,5,3,6,3,0,0,8,0,0,0,8,0,9,1,7,3,4,0,0,2,1,2,0,0,2,0,0,2,0,0,0,0,0,5,0,0,1,1,1,0,1,1,1,0,1,3,0,2,0,0,0,0,6,0,2,1,0,4,1,0,1,0,4,0,2,0,2,0,2,0,1,-1,0,0,0,4,0,2,1,1,0,0,1,1,1,4,0,8,0,0,0,2,3,0,1,2,2,1,1,8,1,1,6,5,8,5,5,4
Fisher,0,0,0,0,6,0,12,6,5,0,0,8,1,2,2,3,0,0,0,2,3,2,0,0,0,3,5,0,1,1,0,0,4,0,0,2,1,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,-1,2,3,0,0,0,0,0,0,9,0,0,0,0,8,0,5,1,0,0,0,7,4,0,0,0,0,0,0,10,2,0,4,0,0,0,6,0,3,0,0,0,0,6,5,-2,0,0,0,4,1,1,0,0,0,0,5,1,0,1,1,0,0,1,1,2,2,0,0,0,4,0,0,1,0,0,0,0,3,0,1,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,2,3,3,0,0,0,2,0,0,0,0,0,5,0,2,0,3,0,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,0,0
Floyd,12,0,0,0,1,7,2,5,1,0,0,4,1,1,0,1,0,0,0,3,0,8,3,0,0,2,2,0,0,-1,0,0,2,1,-1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,8,0,0,5,0,1,0,0,0,0,-2,-1,-1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,-3,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,4,2,1,0,1,0,0,5,4,3,1,1,0,0,4,3,1,0,1,0,0,7,4,7,3,1,0,0,2,4,0,3,1,0,0,0,5,0,1,1,0,0,0,7,3,2,0,0,0,5,0,2,3,0,0,0,4,3,6,6,2,0,0,3,4,5,0,3,0,0,1,6,5,0,5,0,0,0,5,0,5,0,0,0,1,2,5,0,2,0,0,9,0,0,-1,1,0,0,2,0,0,1,1,0,0,2,1,1,0,2,0,0,2,2,0,4,1,0,0,6,0,0,0,0,0,4,5,4,4,2,1,9,3,4,1,6,2,1,1,5,2,1,1,1,4,5,1,2,1,1,1,1,4,0,6,1,0,7
Foard,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,1,1,1,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,7,2,0,0,0,0,3,3,0,1,0,0,2,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Fort Bend,166,0,0,0,202,720,1362,392,340,0,0,376,964,347,859,789,0,0,405,1313,765,112,265,0,0,406,888,351,448,463,0,0,376,1027,315,286,326,0,0,301,508,379,504,368,0,0,0,0,0,0,211,484,0,576,128,83,30,230,0,0,149,498,152,248,292,0,0,124,375,574,59,147,0,0,126,238,110,100,291,0,0,65,294,97,88,117,0,0,87,231,55,86,0,0,0,162,283,87,88,70,0,0,54,275,171,84,42,0,0,34,202,163,132,76,0,0,12,107,64,145,123,0,0,133,315,132,96,13,0,0,78,75,62,78,65,0,0,77,50,60,53,25,0,0,68,96,43,24,64,0,0,0,49,90,33,44,0,0,29,159,24,74,35,0,0,13,52,32,26,85,0,0,9,104,11,37,8,0,0,28,68,22,14,6,0,0,0,12,83,12,32,0,0,26,163,90,31,100,0,0,57,116,86,174,163,0,0,56,480,155,411,261,0,0,296,814,229,426,294,0,0,0,903,488,350,223,0,0,321,1047,521,3,700,0,0,251,496,0,809,373,0,0,0,396,972,667,456,0,0,0,507,1499,359,322,0,0,0,1054,478,474,399,0,0,0,964,204,337,0,0,0,232,907,214,194,151,0,0,159,541,164,134,157,0,0,167,434,68,125,102,0,0,114,352,84,421,93,0,0,85,226,127,41,61,0,0,0,0,335,0,50,0,0,66,177,56,0,68,0,0,151,166,0,138,34,0,0,52,0,0,0,0,0,0,0,99,130,144,129,79,90,144,133,106,182,176,93,220,181,221,287,310,534,487,667,524,668,704,693,677,648,1043,927,911,596,1034
Franklin,0,4,11,6,3,10,0,3,10,10,5,6,6,2,2,7,5,1,4,1,3,2,1,0,0,5,4,3,1,1,0,6,2,5,0,6,3,0,4,5,0,2,1,0,4,1,1,1,1,2,2,0,2,1,0,-1,1,1,3,3,0,2,0,2,0,0,3,1,-1,1,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,-1,0,0,0,0,1,0,0,0,1,0,3,0,0,2,0,0,0,0,1,0,0,1,0,-1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,-3,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,1,4,2,2,1,3,-1,2,2,1,2,1,4,4,2,4,5,8,1,0,2,7,4,8,6,5,0,1,15,4,2,6,4,0,6,12,4,7,3,12,7,7,2,7,3,3,0,0,7,4,11,2,0,0,0,8,7,3,3,4,0,0,10,2,0,6,7,0,0,4,1,1,2,0,0,0,6,0,1,2,1,0,0,4,0,0,1,0,2,0,2,1,3,1,2,0,0,0,0,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,1,1,1,1,0,0,0,4,9,0,1,0,1,1,4,6,2,1,0,1,1,0,2,3,1,0,1,4,2,0,0
Freestone,10,0,0,0,7,10,1,2,3,0,1,0,1,3,5,4,1,0,0,5,6,-1,2,0,0,0,1,2,3,7,1,96,13,1,1,0,-1,1,2,2,1,6,-13,-102,0,0,6,0,0,2,0,0,0,-11,-19,0,1,6,0,2,-2,0,1,2,3,0,1,2,0,1,-1,5,0,0,0,-1,2,0,1,0,0,0,-2,3,2,1,0,0,-2,0,6,0,0,0,0,0,1,2,1,1,0,0,1,0,1,-4,0,0,0,3,1,0,0,1,0,2,-1,2,9,0,2,0,2,3,-2,1,1,2,3,4,3,0,3,1,2,0,1,2,0,5,-2,2,0,3,1,0,0,1,2,0,0,0,0,0,1,0,0,0,-3,0,2,-2,0,0,0,3,0,0,-1,0,0,1,2,0,0,0,2,0,0,1,0,1,0,0,0,1,0,-2,0,-3,1,0,1,-1,-2,1,0,-2,0,0,-1,1,4,2,3,0,3,-3,2,4,0,2,-5,5,-1,5,3,5,10,0,12,2,8,23,8,9,0,22,1,8,9,11,3,0,8,2,13,20,6,12,0,22,1,6,5,39,7,0,0,11,1,0,11,16,0,7,1,16,12,4,3,0,0,9,3,3,0,6,0,13,-1,9,8,6,4,0,7,-3,3,4,3,9,0,2,-2,0,4,0,0,0,4,0,1,1,1,2,0,7,0,3,0,2,2,0,1,-1,0,-3,0,2,0,1,-3,2,0,1,0,-1,0,3,3,2,0,1,0,0,0,3,0,0,0,0,1,0,1,0,3,0,0,2,3,0,1,0,5,1,1,0,0,0,1,2,0,1,1,2,3,4,3,4,1,1,4,2,1
Frio,0,0,0,0,26,28,29,13,13,0,0,30,38,1,16,20,0,0,0,1,38,9,9,0,-7,20,4,11,5,33,0,0,0,36,9,14,4,0,0,6,17,8,12,5,0,0,0,0,0,2,0,0,0,18,1,7,9,0,5,0,7,1,0,1,8,0,0,2,2,3,5,2,0,0,2,0,4,0,1,-1,0,-4,7,0,0,7,0,0,1,1,0,1,0,0,0,1,12,5,1,0,0,0,3,6,4,7,-1,0,0,0,13,3,0,-1,0,0,7,-1,-1,0,-3,0,2,-3,0,0,3,1,0,0,42,1,0,4,-7,0,0,8,6,1,4,-1,0,0,16,4,0,3,8,0,0,0,11,3,7,0,0,0,7,8,8,1,-12,0,0,0,2,5,0,1,0,0,0,0,0,1,4,0,0,25,3,-1,-1,0,0,0,10,5,1,1,0,0,0,17,3,0,3,4,0,0,0,5,6,27,3,0,0,19,12,3,1,11,0,0,17,1,10,3,4,0,0,43,21,0,51,1,0,0,46,12,7,1,2,0,0,17,4,1,2,0,0,0,23,4,4,17,4,0,0,0,22,19,4,0,0,5,20,0,10,-3,0,0,11,1,14,0,-4,0,0,37,8,17,0,0,0,0,0,0,59,10,6,0,0,0,15,10,7,6,0,0,6,2,5,6,0,0,0,2,3,0,13,2,0,0,0,2,1,0,0,0,0,0,1,0,0,6,0,0,-1,7,7,-1,8,0,0,10,0,4,0,0,0,0,0,40,7,18,17,15,1,1,10,11,10,16,8,1,1,6,4,7,6,0,0,1,1,0,2,2,3,0,0,3,5,0,0
Gaines,0,0,0,0,0,0,30,0,15,0,0,8,2,6,0,0,7,0,0,0,8,36,8,0,0,0,22,3,0,0,3,0,0,4,3,5,0,0,0,8,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,9,0,0,0,0,9,12,0,0,0,0,0,11,19,0,13,0,0,0,16,0,14,36,0,0,0,18,11,0,22,0,0,0,32,35,0,26,0,0,0,0,52,0,44,0,0,0,36,52,0,22,0,0,0,39,0,13,0,0,0,0,30,0,0,0,0,0,0,29,0,0,0,0,0,0,36,0,7,0,0,0,0,6,0,5,0,0,0,0,0,0,23,0,0,0,0,10,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,5,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,1,0,0,2,2,0,1,1,0,0,0
Galveston,292,0,543,0,331,280,164,308,267,252,0,508,235,218,206,200,225,0,0,669,104,301,231,202,0,348,165,152,186,243,153,0,308,174,136,138,126,143,0,193,114,122,121,165,102,0,0,0,0,323,37,103,0,0,217,130,87,91,129,0,141,81,78,74,113,62,0,96,107,67,70,74,82,0,103,69,35,45,50,71,0,80,26,71,55,62,50,0,104,40,44,58,0,85,0,66,45,55,78,50,52,0,119,54,36,58,24,29,0,105,46,66,46,49,16,0,69,49,51,65,61,46,0,80,38,29,65,43,34,0,70,32,61,55,35,38,0,50,61,28,30,40,26,0,50,19,25,21,23,0,28,0,48,19,19,23,29,0,41,22,0,57,13,12,0,36,19,26,12,17,0,0,32,15,20,16,10,0,0,42,6,32,51,58,0,0,0,110,43,58,59,0,0,120,48,42,100,45,0,0,203,96,71,133,137,0,0,396,210,242,222,228,-3,208,393,321,268,284,414,366,0,543,283,152,299,271,0,319,535,276,233,258,310,283,0,469,309,196,156,421,349,0,413,283,281,391,220,327,0,0,821,172,176,213,190,0,580,292,132,166,183,167,0,348,150,109,142,117,148,0,174,81,107,103,111,90,0,81,105,74,80,61,31,0,61,122,58,54,83,53,0,65,33,43,27,29,46,0,60,24,21,17,31,0,0,91,15,18,24,21,0,0,88,27,15,0,66,0,0,76,53,18,31,18,0,0,46,47,37,0,0,0,0,84,31,44,40,42,33,27,33,45,27,44,24,38,71,40,51,75,90,108,87,234,139,213,235,337,348,327,371,152,363,128,239
Garza,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,4,-2,0,0,0,0,0,0,0,0,-2,0,0,0,1,1,2,0,1,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-1,-3,0,0,1,0,-1,-2,0,0,0,-3,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,8,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,1,3,0,0,0,3,1,1,0,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,6,0,0,0,3,0,0,3,0,1,0,0,0,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1
Gillespie,5,0,0,0,42,6,36,15,10,0,0,0,38,0,7,7,0,0,0,38,78,1,26,0,0,0,4,24,4,13,0,0,1,15,8,4,-1,0,0,5,8,0,7,6,0,0,0,0,0,0,0,0,0,6,4,2,5,0,3,0,8,4,0,0,1,0,0,1,0,1,1,-1,0,0,0,2,0,0,1,0,0,0,8,1,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,0,0,0,0,5,0,0,3,0,0,3,0,0,1,2,0,0,0,3,0,3,2,1,0,0,4,1,0,1,3,0,0,6,0,0,2,0,0,0,0,4,1,0,0,0,0,4,3,5,-1,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,4,0,1,0,1,0,0,9,3,2,8,2,0,0,1,7,1,3,1,0,0,4,8,9,3,1,0,0,9,6,12,1,2,0,0,12,11,0,9,3,0,0,21,9,5,4,4,0,0,9,14,10,1,3,0,0,24,1,8,9,7,0,0,0,19,11,8,0,0,10,14,0,10,-1,0,0,16,1,20,7,0,0,0,9,5,16,3,0,0,0,0,0,25,7,6,0,0,1,5,6,3,1,0,0,2,2,2,1,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,0,10,0,0,10,0,0,0,0,0,0,0,10,4,1,2,2,1,2,6,5,5,3,1,3,4,1,1,5,3,3,3,1,5,2,6,2,3,1,2,8,3,3,7
Glasscock,0,0,0,0,0,2,0,0,0,0,0,0,0,-4,1,0,-1,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-5,0,-2,0,0,0,0,0,0,1,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,2,0,0,-1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Goliad,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,19,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,1,0,0,0,1,0,0,1,1
